магазин,дата парсинга,наименование,цена
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой БОЛЬШАЯ КРУЖКА Персик 2,5%, без змж","79,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,Яйцо куриное ВАРАКСИНО деревенское СО,"129,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой для детей РАСТИШКА Клубника 2,6%, с 3 лет, без змж","43,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Сырок творожный глазированный ТВОРОБУШКИ с начинкой ваниль 20%, без змж","32,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Коктейль молочный ЧУДО Дыня 2%, без змж","149,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт йогуртный пастеризованный ВЫБОР СЕМЬИ с соком вишни 0,3%, без змж","26,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Сливки ультрапастеризованные ЛЕНТА 10%, без змж","64,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт йогуртный CAMPINA Нежный с соком банана и клубники 1,2%, без змж","19,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Масло сливочное NATURA соленое 82%, без змж","189,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт йогуртный FRUTTIS Сливочный Персик, маракуйя/Ананас, дыня 5%, без змж","27,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Пудинг молочный ЧУДО Карамель 3%, без змж","39,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт МОЛОЧНЫЙ МИР Yogo Bubble с шариками и соком маракуйи 1,5%, без змж","99,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,Десерт кокосовый G-BALANCE Клубника с йогуртовой закваской,"93,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Десерт кокосовый ЛЕНТА LIFE Клубничный чизкейк, без змж","69,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт молокосодержащий сгущенный СЛАВЯНКА с сахаром 8,5%, с змж","188,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт йогуртный EHRMANN Эрмигурт Экстра Сливочный с клубникой и земляникой 7,5%, без змж","29,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,Желе 365 ДНЕЙ со вкусом персика,"28,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Сырок творожный глазированный ВКУСНОТЕЕВО Премиум с клубникой 15%, без змж","42,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Десерт глазированный 365 ДНЕЙ Вареная сгущенка 23%, с змж","13,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Молоко ультрапастеризованное PARMALAT Comfort UHT безлактозное 1,8%, без змж","49,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой ЧУДО Банан, клубника, манго 1,9%, без змж","134,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Молоко ультрапастеризованное ЛЕНТА 3,2%, без змж","94,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт молокосодержащий ЛЕНТА Вареная сгущенка с сахаром 3%, без змж","129,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Трубочка вафельная ЗАВОД ИМЕНИ ПАСТУХОВА с молочным кремом и молоком сгущенным, без змж","119,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Сметана ЛОСЕВО 15%, без змж","99,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт питьевой БОЛЬШАЯ КРУЖКА Клубника 2,5%, без змж","79,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт PARMALAT Comfort Персик, куркума безлактозный 3%, без змж","59,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт из козьего молока БЕЛОЕ ЗОЛОТО Груша 3,2%, без змж","54,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Молоко ультрапастеризованное ВЫБОР СЕМЬИ 1,5%, без змж","79,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Йогурт ЭГО Греческий 8%, без змж","50,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Пудинг НЕЖНЫЙ Ванильный 2,8%, без змж","36,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Пудинг EHRMANN Эрмигурт Экстра Bella Caramel 3%, без змж","39,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,Маргарин ХОЗЯЮШКА Сливочный 60%,"52,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Сливки ультрапастеризованные ВЫБОР СЕМЬИ 33%, без змж","279,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Молоко козье ультрапастеризованное СЕЛО ЗЕЛЕНОЕ отборное 2,5–5,6%, без змж","59,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Пирожное бисквитное ВАУ МЯУ! с молочной начинкой, без змж","52,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Продукт йогуртный CAMPINA Нежный с соком клубники 1,2%, без змж","19,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Молоко пастеризованное АНФИСКИНО 2,5%, без змж","69,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Молоко ультрапастеризованное ВЫБОР СЕМЬИ 2,5%, без змж","84,99"
"Санкт-Петербург, улица Савушкина, 112А",16.05.2026,"Шейк-коктейль молочный пастеризованный LACTICA Малина, высокобелковый, без змж","89,99"
